,Time,Component,percent
0,3.0,Central hep,0.05932314
1,3.0050051,Central hep,0.059381425
2,3.01001,Central hep,0.05943913
3,3.0150151,Central hep,0.05949625
4,3.02002,Central hep,0.059552778
5,3.0250251,Central hep,0.059608705
6,3.03003,Central hep,0.05966403
7,3.0350351,Central hep,0.059718736
8,3.04004,Central hep,0.059772834
9,3.0450451,Central hep,0.059826303
10,3.05005,Central hep,0.059879147
11,3.0550551,Central hep,0.059931345
12,3.06006,Central hep,0.05998291
13,3.0650651,Central hep,0.060033817
14,3.07007,Central hep,0.060084082
15,3.0750751,Central hep,0.060133692
16,3.08008,Central hep,0.060182616
17,3.0850852,Central hep,0.060230896
18,3.09009,Central hep,0.06027849
19,3.0950952,Central hep,0.060325377
20,3.1001,Central hep,0.0603716
21,3.1051052,Central hep,0.060417123
22,3.11011,Central hep,0.060461964
23,3.1151152,Central hep,0.06050607
24,3.12012,Central hep,0.060549486
25,3.1251252,Central hep,0.06059218
26,3.13013,Central hep,0.060634155
27,3.1351352,Central hep,0.0606754
28,3.14014,Central hep,0.060715917
29,3.1451452,Central hep,0.060755692
30,3.15015,Central hep,0.060794737
31,3.1551552,Central hep,0.06083303
32,3.16016,Central hep,0.060870577
33,3.1651652,Central hep,0.06090735
34,3.17017,Central hep,0.060943376
35,3.1751752,Central hep,0.060978644
36,3.18018,Central hep,0.061013114
37,3.1851852,Central hep,0.06104683
38,3.1901903,Central hep,0.06107975
39,3.1951952,Central hep,0.061111894
40,3.2002,Central hep,0.061143238
41,3.2052052,Central hep,0.06117381
42,3.2102103,Central hep,0.061203554
43,3.2152152,Central hep,0.06123251
44,3.2202203,Central hep,0.061260667
45,3.2252252,Central hep,0.061288
46,3.2302303,Central hep,0.06131452
47,3.2352352,Central hep,0.061340224
48,3.2402403,Central hep,0.061365094
49,3.2452452,Central hep,0.061389145
50,3.2502503,Central hep,0.061412353
51,3.2552552,Central hep,0.061434742
52,3.2602603,Central hep,0.061456274
53,3.2652652,Central hep,0.06147698
54,3.2702703,Central hep,0.06149683
55,3.2752752,Central hep,0.061515838
56,3.2802804,Central hep,0.06153397
57,3.2852852,Central hep,0.06155127
58,3.2902904,Central hep,0.061567694
59,3.2952952,Central hep,0.061583266
60,3.3003004,Central hep,0.061597962
